title,author,isbn,category,total_copies,available_copies,language,pages
Le pouvoir d'atteindre vos buts sans soucis,Chantal de Klein,978-0-00-883853-9,Biographie,1,7,Allemand,74
L'avantage de concrétiser vos projets sans soucis,Isaac Dupré-Lévêque,978-1-4536-8813-7,Programmation,7,1,Allemand,547
Le plaisir de concrétiser vos projets naturellement,Thierry Pichon,978-1-07-037239-6,Biographie,6,6,Italien,518
Le plaisir d'évoluer naturellement,Océane-Brigitte Grondin,978-1-61089-820-1,Philosophie,2,3,Italien,519
L'art d'atteindre vos buts de manière sûre,Élise Peltier,978-1-147-24507-3,Programmation,10,3,Italien,653
La possibilité de louer avant-tout,Jérôme Evrard,978-0-584-67001-1,Fiction,5,8,Allemand,283
L'avantage d'avancer avant-tout,Christine Coulon,978-0-08-062438-9,Histoire,9,3,Espagnol,267
L'avantage d'évoluer plus facilement,Henri Roger,978-1-882047-07-9,Poésie,8,4,Anglais,527
Le confort de concrétiser vos projets naturellement,Lucie Lucas,978-0-8348-2060-9,Fantasy,2,2,Espagnol,156
Le pouvoir de louer de manière efficace,William-Honoré Imbert,978-1-4448-0843-8,Histoire,6,10,Anglais,585
Le droit de concrétiser vos projets naturellement,Alexandria Vallée,978-1-396-19343-9,Biographie,8,8,Espagnol,769
L'art de changer à sa source,Émile Pelletier de la Imbert,978-1-75436-832-5,Science-Fiction,3,10,Italien,644
Le pouvoir d'avancer plus rapidement,Christelle Lefebvre,978-0-918946-87-4,Biographie,10,10,Anglais,565
L'assurance d'avancer sans soucis,Corinne Brunet-Couturier,978-1-273-32354-6,Programmation,9,9,Allemand,177
La possibilité d'innover plus rapidement,Nathalie Leblanc,978-0-87654-736-6,Philosophie,4,4,Italien,70
Le confort de louer avant-tout,Victoire Carlier,978-0-454-62498-4,Programmation,1,3,Anglais,262
L'art d'évoluer en toute tranquilité,Victoire Rivière-Bouvier,978-1-9871-9966-6,Biographie,5,6,Espagnol,227
L'art d'avancer naturellement,Capucine Bonneau,978-0-397-05161-8,Philosophie,6,1,Espagnol,696
La possibilité de louer plus facilement,Anastasie Grondin,978-1-80610-764-3,Poésie,4,4,Italien,434
L'assurance d'avancer plus rapidement,Astrid Gros,978-1-4670-2506-5,Science-Fiction,3,5,Anglais,344
L'avantage de rouler à l'état pur,Éric Guillon,978-0-86957-432-4,Poésie,4,7,Italien,700
La possibilité d'évoluer avant-tout,Alexandrie Brunet,978-0-19-180675-9,Biographie,5,9,Anglais,231
Le confort de changer avant-tout,Victor Langlois,978-0-88299-231-0,Fantasy,10,4,Allemand,590
Le pouvoir d'innover naturellement,Benoît Petit-Dupré,978-1-04-246722-8,Poésie,3,2,Français,460
Le plaisir d'atteindre vos buts autrement,Augustin Philippe,978-0-655-76494-6,Roman,6,10,Français,728
La liberté d'évoluer plus facilement,Sophie Barthelemy,978-0-280-69200-3,Fantasy,1,2,Espagnol,425
Le pouvoir de rouler avant-tout,Anouk Lacombe,978-0-698-29388-5,Histoire,3,7,Espagnol,104
Le confort de concrétiser vos projets en toute tranquilité,Constance Texier,978-1-997762-07-2,Poésie,3,10,Anglais,708
Le plaisir de concrétiser vos projets plus facilement,Rémy Fabre,978-1-340-24860-4,Poésie,8,1,Anglais,754
Le confort d'évoluer sans soucis,Madeleine du Vallet,978-0-88982-111-8,Histoire,7,8,Espagnol,711
La possibilité d'évoluer sans soucis,Josette Merle du Lelièvre,978-1-4233-2510-9,Programmation,5,6,Italien,261
L'avantage d'innover plus rapidement,Alice Moreau,978-0-13-543274-7,Poésie,7,5,Anglais,299
Le plaisir d'innover plus rapidement,Adrienne Rousseau,978-0-585-58631-1,Roman,8,4,Français,167
La possibilité d'avancer naturellement,Étienne Maillard,978-0-08-426194-8,Roman,4,8,Italien,644
La possibilité de concrétiser vos projets avant-tout,Isaac du Dupuis,978-0-15-707273-0,Poésie,6,1,Italien,471
L'art d'avancer de manière efficace,Raymond de la Auger,978-0-10-040248-5,Fantasy,10,4,Allemand,537
Le droit de louer à l'état pur,Aurore Charles,978-0-16-074450-1,Philosophie,1,2,Espagnol,182
L'avantage de changer sans soucis,Pénélope Lecoq,978-0-432-02722-6,Fiction,2,3,Italien,426
Le plaisir de changer avant-tout,Adrienne Valette,978-0-682-14321-9,Roman,8,3,Allemand,165
L'avantage de rouler autrement,Odette de la Rossi,978-1-110-70480-4,Programmation,5,2,Allemand,179
L'avantage d'atteindre vos buts naturellement,Gabrielle Hardy,978-0-465-44381-9,Philosophie,2,7,Anglais,284
Le plaisir d'évoluer plus rapidement,Nathalie Le Caron,978-1-285-34080-7,Poésie,10,10,Anglais,666
Le plaisir de concrétiser vos projets en toute tranquilité,Jeannine Mercier-Guyon,978-0-241-04774-3,Thriller,3,9,Allemand,340
Le droit de rouler autrement,Victor-Guillaume Carlier,978-1-328-27129-7,Fiction,4,3,Espagnol,651
L'art d'évoluer plus rapidement,Gérard Perrin,978-0-350-22636-7,Roman,4,5,Anglais,160
Le pouvoir d'innover de manière sûre,Thierry Blanchard,978-1-209-94077-9,Histoire,4,3,Allemand,257
L'avantage de louer de manière efficace,Jules Leleu,978-0-900055-67-6,Roman,9,3,Italien,463
Le plaisir de concrétiser vos projets à sa source,Guy Gay de la Ferreira,978-0-554-37772-8,Philosophie,2,7,Français,176
Le pouvoir de louer sans soucis,Laurence Chauvin,978-0-297-93490-5,Programmation,2,5,Allemand,486
L'assurance de rouler de manière sûre,Bernadette-Valérie Morin,978-1-62320-570-6,Fantasy,5,5,Espagnol,597
L'art de changer plus rapidement,Adèle-Aurore Coste,978-1-396-79274-8,Histoire,8,10,Italien,693
Le plaisir de concrétiser vos projets plus facilement,Christophe Pierre,978-0-900508-74-5,Biographie,5,6,Espagnol,597
L'avantage de changer plus facilement,Noël Rossi Le Robin,978-1-353-15084-0,Poésie,3,3,Allemand,293
La liberté de concrétiser vos projets de manière sûre,Théodore Blanchet,978-1-271-88943-3,Histoire,8,5,Anglais,387
Le droit d'atteindre vos buts autrement,Agathe Baudry,978-0-405-65839-6,Fiction,2,9,Italien,145
Le pouvoir de concrétiser vos projets à la pointe,Zoé-Martine Dumas,978-1-62007-953-9,Poésie,1,2,Français,85
Le droit de changer de manière sûre,Denis Colin de la Mallet,978-0-7852-0581-4,Programmation,10,2,Anglais,252
Le droit d'avancer avant-tout,Capucine-Lucy Wagner,978-0-548-35089-8,Programmation,6,6,Espagnol,800
La liberté de concrétiser vos projets plus facilement,Matthieu Rousset Le Torres,978-0-364-16401-3,Programmation,6,9,Anglais,607
Le droit d'évoluer sans soucis,Gabriel-Isaac Monnier,978-0-376-96530-1,Histoire,1,7,Espagnol,691
Le plaisir d'atteindre vos buts sans soucis,Christophe de la Jean,978-0-11-134236-7,Poésie,6,8,Allemand,178
Le droit d'innover naturellement,Augustin Raynaud,978-0-521-27459-3,Biographie,7,6,Espagnol,606
L'art de concrétiser vos projets en toute tranquilité,Nathalie Roussel de la Lévêque,978-0-7129-8496-6,Poésie,3,9,Italien,552
La liberté d'atteindre vos buts naturellement,Caroline Hebert,978-0-17-356209-3,Biographie,3,6,Italien,307
L'avantage d'évoluer naturellement,Daniel Legros,978-1-4039-1185-8,Biographie,10,2,Français,163
La possibilité de louer de manière efficace,Élodie Bodin,978-1-273-48746-0,Histoire,3,8,Espagnol,301
Le droit de louer à l'état pur,Susanne Guillou-Gomez,978-1-71208-009-2,Programmation,3,1,Anglais,111
Le pouvoir de louer plus facilement,Alix Maurice,978-0-08-006118-4,Thriller,8,5,Italien,642
La liberté d'avancer de manière efficace,Célina Julien de Pichon,978-0-06-475196-4,Science-Fiction,3,3,Anglais,121
Le droit de changer plus facilement,Jules Benoit,978-0-7242-1140-1,Fiction,1,10,Français,752
La possibilité d'avancer à la pointe,Jérôme Besnard,978-1-4833-5298-5,Programmation,10,1,Allemand,349
La liberté de rouler à la pointe,Marthe Millet Le Georges,978-1-70516-348-1,Histoire,1,6,Allemand,135
Le pouvoir d'innover à la pointe,Zacharie Weiss,978-0-02-811108-7,Roman,1,7,Italien,168
Le droit d'innover plus facilement,Alain Couturier,978-0-9854179-5-6,Fiction,3,8,Allemand,60
Le droit de concrétiser vos projets à sa source,Margaud Delorme,978-0-9802211-5-2,Poésie,4,1,Allemand,217
Le confort d'évoluer à sa source,Philippe Launay,978-1-321-86891-3,Biographie,8,7,Allemand,436
Le pouvoir d'avancer de manière sûre,Yves Richard-Barre,978-0-903301-39-8,Fantasy,5,1,Espagnol,604
L'assurance d'innover de manière efficace,Honoré-Tristan Lemoine,978-0-252-55260-1,Programmation,1,4,Espagnol,525
Le droit de louer de manière sûre,Georges Gosselin,978-1-70418-328-2,Roman,2,10,Allemand,543
La possibilité de changer avant-tout,Audrey Thierry,978-1-227-03410-8,Poésie,1,1,Espagnol,750
La possibilité d'atteindre vos buts de manière efficace,Antoine Hubert,978-1-211-37575-0,Thriller,10,3,Italien,283
L'art d'avancer en toute tranquilité,Franck Bouvet,978-0-585-99727-8,Fantasy,4,10,Français,713
L'art de changer plus facilement,Thibaut Schneider-Cohen,978-1-268-91296-0,Fiction,1,6,Français,260
La liberté d'avancer de manière sûre,Jean Leconte,978-1-02-385900-4,Philosophie,2,9,Italien,656
La liberté de concrétiser vos projets en toute tranquilité,Isaac Toussaint-Dufour,978-1-55992-236-4,Poésie,9,4,Anglais,786
L'art d'innover plus rapidement,Zoé Boulanger,978-0-88329-052-1,Biographie,2,2,Italien,654
La possibilité de louer naturellement,Philippine Gautier,978-1-83460-966-9,Biographie,3,9,Italien,481
Le plaisir de concrétiser vos projets en toute tranquilité,Stéphanie Gillet,978-1-223-95472-1,Fantasy,8,7,Allemand,204
La liberté de changer à la pointe,Nathalie Mallet,978-0-328-03741-4,Philosophie,2,9,Espagnol,435
L'avantage de rouler avant-tout,Michelle Menard,978-0-88983-580-1,Science-Fiction,3,5,Français,492
Le pouvoir de concrétiser vos projets à l'état pur,Olivier Guérin,978-0-06-338251-0,Science-Fiction,9,5,Allemand,54
Le confort d'avancer sans soucis,Alexandre Leleu de la Ramos,978-0-497-40969-2,Fantasy,9,1,Espagnol,727
Le droit d'évoluer plus rapidement,Christophe Renault,978-1-4667-4957-3,Poésie,1,7,Français,137
L'avantage d'atteindre vos buts avant-tout,Hélène Gomes,978-1-128-89996-7,Programmation,1,2,Français,313
Le plaisir d'innover à sa source,Paulette Bonnet,978-1-896899-85-5,Thriller,7,2,Allemand,547
L'assurance d'innover avant-tout,Matthieu Caron,978-0-15-380412-0,Roman,9,5,Italien,669
L'assurance d'innover à l'état pur,Colette Raynaud,978-0-606-83745-3,Biographie,3,3,Français,631
La liberté d'évoluer plus facilement,Martine Guérin,978-0-8110-6045-5,Fiction,6,9,Italien,566
La liberté de changer sans soucis,Tristan du Peron,978-1-106-11202-6,Programmation,1,9,Anglais,71
Le confort de changer avant-tout,Anouk Roussel,978-1-81253-700-7,Biographie,1,8,Français,114
L'avantage de louer à sa source,Henriette Garnier,978-0-300-47125-0,Poésie,2,6,Espagnol,537
Le plaisir de louer en toute tranquilité,Timothée Jacques,978-0-7503-3347-4,Fiction,1,6,Anglais,388
Le plaisir d'innover naturellement,Lorraine Simon,978-1-59474-727-4,Biographie,2,8,Anglais,589
Le plaisir d'innover en toute tranquilité,Christine Alexandre-Guillet,978-0-565-21556-9,Histoire,3,6,Espagnol,687
L'assurance d'avancer sans soucis,Sabine Colas,978-1-55589-952-3,Roman,2,4,Français,110
Le confort d'évoluer plus facilement,Jacques Monnier,978-1-70761-002-0,Programmation,2,2,Anglais,204
L'assurance d'évoluer de manière sûre,David de Riou,978-0-294-30033-8,Poésie,1,2,Italien,586
La possibilité de rouler naturellement,Emmanuel Roy-Denis,978-1-04-232603-7,Thriller,10,5,Italien,797
L'art de rouler à sa source,Isaac Lebreton-Delattre,978-0-240-89536-9,Poésie,1,7,Espagnol,438
La possibilité de rouler de manière efficace,Éric Martinez,978-1-290-66020-4,Roman,10,6,Français,564
L'assurance de concrétiser vos projets de manière efficace,Claude Olivier,978-1-396-23365-4,Biographie,2,1,Français,490
La liberté d'avancer de manière sûre,Luc Vincent,978-0-485-29279-4,Programmation,4,1,Allemand,578
La liberté d'évoluer naturellement,Franck Benard,978-1-72119-419-3,Science-Fiction,3,3,Allemand,355
Le confort de louer de manière efficace,Thomas Bonneau,978-1-09-491690-3,Fiction,7,9,Italien,478
Le droit de concrétiser vos projets autrement,Alice Thierry,978-1-932062-84-7,Fantasy,4,3,Anglais,575
Le droit d'atteindre vos buts avant-tout,Jacqueline de Traore,978-1-61856-156-5,Roman,7,4,Anglais,192
Le droit d'avancer à sa source,Luc Duhamel,978-1-377-50397-4,Roman,7,5,Allemand,95
Le droit de changer de manière sûre,Valérie Lecomte,978-0-04-432000-5,Fantasy,7,2,Allemand,570
Le confort d'innover avant-tout,Andrée Fournier-Lucas,978-1-68651-809-6,Science-Fiction,6,10,Anglais,111
Le droit de louer à la pointe,Maryse Léger de la Weiss,978-1-69278-892-6,Philosophie,1,9,Allemand,377
Le plaisir de concrétiser vos projets sans soucis,Diane Adam,978-0-335-35348-4,Philosophie,6,10,Italien,538
Le pouvoir d'atteindre vos buts de manière efficace,Nathalie Bonnet,978-1-266-28656-8,Thriller,8,8,Italien,221
Le confort de rouler de manière sûre,Émilie Carpentier,978-1-7346229-4-2,Fantasy,10,3,Allemand,99
L'avantage d'évoluer autrement,Christiane-Jacqueline Philippe,978-1-934012-67-3,Philosophie,1,7,Espagnol,89
Le confort d'avancer autrement,Gérard Hamon,978-0-204-02674-7,Fiction,8,8,Espagnol,76
La liberté de rouler plus facilement,Alexandrie Thomas,978-1-72252-689-4,Programmation,7,4,Français,65
Le pouvoir d'innover en toute tranquilité,Inès Léger,978-0-9710140-8-4,Fiction,10,2,Italien,320
La liberté d'atteindre vos buts en toute tranquilité,Stéphane du Lebrun,978-0-595-63805-5,Thriller,6,3,Allemand,620
L'assurance de changer plus facilement,Laetitia Gilbert Le Techer,978-1-57441-046-4,Roman,10,2,Espagnol,353
Le confort de louer à l'état pur,Jean Baudry,978-1-238-63799-2,Biographie,8,8,Italien,303
L'art d'atteindre vos buts naturellement,Yves Marchand,978-0-11-933640-5,Science-Fiction,9,2,Anglais,416
Le droit d'évoluer avant-tout,Catherine Gilbert,978-1-945377-61-7,Poésie,4,6,Français,394
Le confort de concrétiser vos projets à sa source,Xavier Ledoux,978-1-4564-5558-3,Poésie,3,2,Espagnol,349
L'art d'avancer à la pointe,Émilie de Chrétien,978-0-921933-81-6,Histoire,3,10,Espagnol,112
Le confort d'avancer sans soucis,Alexandria Gilbert,978-1-5447-5155-9,Poésie,5,1,Italien,315
Le plaisir de concrétiser vos projets à l'état pur,Frédérique Fouquet-Rossi,978-1-84163-155-4,Roman,7,4,Anglais,646
L'assurance de rouler plus facilement,Alexandre-Frédéric Simon,978-1-941276-62-4,Thriller,10,3,Espagnol,151
Le confort d'avancer naturellement,David Marty,978-1-919354-63-7,Fantasy,2,5,Allemand,146
La possibilité de concrétiser vos projets de manière efficace,Tristan Merle-Besnard,978-0-08-737542-0,Histoire,10,10,Espagnol,434
L'avantage de rouler de manière sûre,Emmanuel Perret,978-1-58176-223-5,Philosophie,7,9,Français,348
La liberté d'atteindre vos buts sans soucis,Frédérique Lebrun,978-1-75207-147-0,Philosophie,6,6,Italien,495
L'avantage de rouler plus rapidement,Céline Pires,978-1-85968-058-2,Philosophie,1,9,Français,743
La liberté de concrétiser vos projets à sa source,Odette Collet,978-1-123-96369-4,Biographie,10,3,Anglais,74
L'assurance d'atteindre vos buts de manière efficace,Stéphane Germain,978-1-914995-16-3,Thriller,7,5,Anglais,320
La possibilité de rouler en toute tranquilité,André Nguyen,978-0-232-20560-2,Thriller,7,3,Anglais,613
Le confort d'évoluer avant-tout,Emmanuel Samson,978-0-920259-31-3,Histoire,10,9,Allemand,349
L'assurance d'atteindre vos buts à sa source,Noël-Bernard Bonnet,978-0-314-78987-7,Science-Fiction,7,4,Allemand,427
La possibilité de concrétiser vos projets à l'état pur,Sabine Roche,978-0-279-46993-7,Poésie,3,9,Allemand,656
L'avantage de louer plus facilement,Jacques-Thibault Meyer,978-0-685-11452-0,Biographie,3,8,Espagnol,366
L'assurance d'innover naturellement,Philippine Hoareau Le Becker,978-1-223-55450-1,Philosophie,1,5,Français,439
L'avantage d'avancer à la pointe,Maggie Pottier,978-1-84690-195-9,Philosophie,9,3,Italien,301
Le pouvoir d'atteindre vos buts plus facilement,Colette Boulay,978-1-04-927045-6,Fiction,9,1,Italien,335
L'assurance de rouler de manière efficace,Augustin Garnier,978-1-4103-0760-6,Roman,8,9,Anglais,416
L'avantage d'atteindre vos buts plus facilement,Grégoire Chrétien Le Maillard,978-1-76447-045-2,Fantasy,9,9,Espagnol,515
L'art de louer de manière efficace,Gabrielle Lamy-Traore,978-1-67492-609-4,Histoire,6,6,Anglais,106
L'assurance de rouler en toute tranquilité,Victor Reynaud de la David,978-0-13-338266-2,Biographie,4,8,Français,743
L'assurance de louer en toute tranquilité,Renée Leduc,978-0-626-56109-3,Poésie,8,7,Espagnol,490
Le droit de changer avant-tout,Victor Morel-Bernier,978-0-7406-9361-8,Philosophie,8,4,Italien,577
L'art d'innover sans soucis,Camille Royer,978-1-367-94464-0,Poésie,2,3,Allemand,294
L'avantage de louer plus facilement,Bernadette Bouvier du Fleury,978-0-625-15939-0,Fiction,2,7,Espagnol,96
Le pouvoir de concrétiser vos projets à l'état pur,Michèle du Techer,978-1-300-03142-0,Roman,9,5,Anglais,498
Le pouvoir d'évoluer à l'état pur,Eugène Philippe,978-0-389-46525-6,Biographie,7,5,Français,742
L'assurance de rouler plus rapidement,Philippe Martin-Richard,978-0-600-52341-3,Biographie,1,9,Allemand,162
Le droit d'atteindre vos buts plus rapidement,Sophie-Inès Sauvage,978-0-202-11821-5,Science-Fiction,2,8,Français,546
L'assurance d'avancer autrement,François-Daniel Bonnet,978-1-331-26889-5,Fantasy,3,8,Allemand,131
La liberté d'évoluer de manière sûre,Catherine Pons,978-1-82383-756-1,Biographie,9,9,Allemand,425
Le plaisir de rouler à l'état pur,Anastasie-Dorothée Daniel,978-1-5396-3603-8,Fiction,5,3,Italien,297
L'avantage de concrétiser vos projets autrement,Gilbert Pierre,978-1-228-16172-8,Histoire,10,9,Allemand,245
Le confort d'avancer autrement,Michel Lemaire,978-0-272-07072-7,Programmation,6,2,Anglais,165
L'avantage d'innover à la pointe,Jeannine Fernandes,978-1-341-33693-5,Programmation,7,7,Anglais,274
Le droit de concrétiser vos projets de manière efficace,Martin Lenoir-Lecoq,978-1-4850-8150-0,Fiction,10,4,Allemand,353
Le pouvoir de rouler plus facilement,Cécile Gilles,978-0-08-839966-1,Roman,9,6,Allemand,711
L'avantage de changer naturellement,Claire Voisin,978-1-4524-0937-5,Poésie,1,1,Italien,461
La possibilité de changer autrement,Timothée Mary-Bourdon,978-0-693-31785-2,Histoire,3,9,Français,130
La possibilité d'atteindre vos buts de manière sûre,Julien Carlier,978-1-4219-9126-9,Thriller,10,4,Italien,407
L'avantage d'atteindre vos buts à sa source,Lorraine de Fontaine,978-0-568-84158-1,Science-Fiction,7,9,Italien,725
La possibilité d'atteindre vos buts avant-tout,Frédérique Le Allain,978-0-677-42650-1,Poésie,4,8,Allemand,729
Le pouvoir d'avancer plus facilement,Nathalie-Arnaude Lebreton,978-1-221-07809-2,Programmation,6,3,Allemand,470
L'assurance de concrétiser vos projets à sa source,Mathilde Launay-Seguin,978-1-4047-9842-7,Science-Fiction,6,3,Allemand,236
